username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;
systemlordstech;2016-11-04 15:29;0;0;And now @SenatorKirk just went by, didn't return my hello, but understandable i guess;;@SenatorKirk;;7.94547E+17;https://twitter.com/systemlordstech/status/794547151074430976;
WILLJimMeadows;2016-11-04 15:02;1;0;"@SenatorKirk talks about his Geo Washington"" remark and the election. @willpublicmedia http:// tinyurl.com/h6kytzx""";;@SenatorKirk @willpublicmedia;;7.9454E+17;https://twitter.com/WILLJimMeadows/status/794540374710747137;
UserFerguson;2016-11-04 15:00;0;0;@SenatorKirk @senrobportman #KillerKirk You take drug money like Portman is that why Hundreds of Veterans blood is on your hands pic.twitter.com/aaVWM2mRWS;;@SenatorKirk @senrobportman;#KillerKirk;7.9454E+17;https://twitter.com/UserFerguson/status/794539890436403204;
UserFerguson;2016-11-04 14:57;0;0;@SenatorKirk Called for check up Oct 24, appointment Nov 2nd #KillerKirk killed over 100 veterans since this summer;;@SenatorKirk;#KillerKirk;7.94539E+17;https://twitter.com/UserFerguson/status/794539079606083584;
UserFerguson;2016-11-04 14:54;0;0;@SenatorKirk listen to you hypocrite do you know how many Veterans have Died since you took there medication, You need Prison;;@SenatorKirk;;7.94538E+17;https://twitter.com/UserFerguson/status/794538313126465536;
howard5591;2016-11-04 14:25;0;1;@VoteHillary2016 @SenatorBurr @SenToomey @SenatorKirk Godspeed to you and Americans;;@VoteHillary2016 @SenatorBurr @SenToomey @SenatorKirk;;7.94531E+17;https://twitter.com/howard5591/status/794531002739818496;
KimberlyKeyes;2016-11-04 14:00;0;0;Im at a loss re: @RepDuckworth . Hint to you and your PR: she needs a public apology. Your VA work is seeming insincere now. @SenatorKirk;;@RepDuckworth @SenatorKirk;;7.94525E+17;https://twitter.com/KimberlyKeyes/status/794524739347750913;
NoThiefs;2016-11-04 13:30;0;0;#Senate US Sen. Kirk faces challenging political obstacles in re-election bid http:// dlvr.it/MbM3jL SenatorKirk NTA•NEWS;;;#Senate;7.94517E+17;https://twitter.com/NoThiefs/status/794517200312946689;
NoThiefs;2016-11-04 13:10;0;0;#Senate Kirk, Duckworth recall personal triumphs in late Senate push http:// dlvr.it/MbLfg3 SenatorKirk NTA•NEWS;;;#Senate;7.94512E+17;https://twitter.com/NoThiefs/status/794512233225220096;
brainouty;2016-11-04 10:51;0;1;@TrumpsBrain Agreed! Ergo tho long away from IL, I still back @SenatorKirk -- he's no robot. I see ZERO excuse not to review Garland NOW.;;@TrumpsBrain @SenatorKirk;;7.94477E+17;https://twitter.com/brainouty/status/794477155690364928;
TrumpsBrain;2016-11-04 10:28;0;1;@brainouty @SenatorKirk its frankly un-American and didn't they swear an oath to the Constitution?;;@brainouty @SenatorKirk;;7.94471E+17;https://twitter.com/TrumpsBrain/status/794471471728893952;
macmarine60111;2016-11-04 10:18;0;0;@RepDuckworth @SenatorKirk @HillaryClinton @KeithOlbermann Did anybody notice, that most all Republican Senators are mini me's of TRUMP pic.twitter.com/MwgUrJnTVH;;@RepDuckworth @SenatorKirk @HillaryClinton @KeithOlbermann;;7.94469E+17;https://twitter.com/macmarine60111/status/794468808060706816;
rusincerely;2016-11-04 09:47;2;2;. @KingJames @HillaryClinton @billclinton @SenatorKirk @JeffFlake @josie13211 @hilarysontag #VOTE #America https:// twitter.com/TheBriefing201 6/status/792781564434415617 …;;@KingJames @HillaryClinton @billclinton @SenatorKirk @JeffFlake @josie13211 @hilarysontag;#VOTE #America;7.94461E+17;https://twitter.com/rusincerely/status/794461135672115200;
tageborkoff;2016-11-04 09:30;0;0;@SenatorKirk , another one injured by guns in Peoria today. What will you do about it? http://www. pjstar.com/news/20161103/ man-shot-early-thursday-morning-in-peoria … #shootatweet;;@SenatorKirk;#shootatweet;7.94457E+17;https://twitter.com/tageborkoff/status/794456824133001216;
MOALIM19;2016-11-04 08:01;3;4;@VoteHillary2016 @SenatorBurr @SenToomey @SenatorKirk #LockHimup . pic.twitter.com/W2Lok5GlIk;;@VoteHillary2016 @SenatorBurr @SenToomey @SenatorKirk;#LockHimup;7.94434E+17;https://twitter.com/MOALIM19/status/794434376209723396;
nicky0472;2016-11-04 07:26;0;1;@VoteHillary2016 @SenatorBurr @SenToomey @SenatorKirk Hillary horrifies me. Her lies and hatred toward Russians.;;@VoteHillary2016 @SenatorBurr @SenToomey @SenatorKirk;;7.94426E+17;https://twitter.com/nicky0472/status/794425557547175936;
VoteHillary2016;2016-11-04 07:14;275;239;If Trump horrifies you, take a look at some other Republicans on the ballot: @SenatorBurr @SenToomey @SenatorKirk pic.twitter.com/xax6CH43LK;;@SenatorBurr @SenToomey @SenatorKirk;;7.94423E+17;https://twitter.com/VoteHillary2016/status/794422668711727104;
asten77;2016-11-04 06:29;0;0;@SenatorKirk I used to kind of respect you, but the racist thing? That's so old white guy. Let's just part ways, and we'll blame the stroke.;;@SenatorKirk;;7.94411E+17;https://twitter.com/asten77/status/794411216881872896;
jlizak;2016-11-04 04:15;1;3;Before work this morn, I volunteered w/ @ACSCANIL , delivering 4K Cancer Votes letters to @SenatorKirk & @TammyforIL http://www. cancervotes.org pic.twitter.com/jeivGTzOIw;;@ACSCANIL @SenatorKirk @TammyforIL;;7.94377E+17;https://twitter.com/jlizak/status/794377449824026624;
TheCurtisMurray;2016-11-04 04:00;0;0;@SenatorKirk I Saw Daily Show clip.MY family are members of the S&D of the Am Rev, my girl is half Filipino & our kids will be S&D of Am Rev;;@SenatorKirk;;7.94374E+17;https://twitter.com/TheCurtisMurray/status/794373847990566912;
NETRetired;2016-11-04 03:16;0;0;@SenatorKirk will join #DeadbeatDad #JoeWalsh aka @WalshFreedom - beat by a girl > @RepDuckworth aka @TammyforIL ! #ilsen @SenatorDurbin https:// twitter.com/thedailyshow/s tatus/794343422098173953 …;;@SenatorKirk @WalshFreedom @RepDuckworth @TammyforIL @SenatorDurbin;#DeadbeatDad #JoeWalsh #ilsen;7.94363E+17;https://twitter.com/NETRetired/status/794362734926249992;
NETRetired;2016-11-04 02:26;2;1;Vote out @ChuckGrassley @SenatorBurr @SenJohnMcCain @SenatorKirk @RandPaul <- racist haters of @BarackObama day 1 @POTUS ! @dscc @amjoyshow https:// twitter.com/debi129/status /794347839887327232 …;;@ChuckGrassley @SenatorBurr @SenJohnMcCain @SenatorKirk @RandPaul @BarackObama @POTUS @dscc @amjoyshow;;7.9435E+17;https://twitter.com/NETRetired/status/794350003305279492;
Thoughtsnviews;2016-11-04 01:56;1;1;In #Illinois vote @SenatorKirk for Senate and #WriteInEvanMcMullin for President @Evan_McMullin https:// twitter.com/Thoughtsnviews /status/794341873095581696 …;;@SenatorKirk @Evan_McMullin;#Illinois #WriteInEvanMcMullin;7.94342E+17;https://twitter.com/Thoughtsnviews/status/794342475821240320;
RelUnrelated;2016-11-04 00:47;0;2;One is a decorated military veteran with compassion for all people: @TammyforIL The other is a racist asshat named @SenatorKirk https:// twitter.com/WCIA3Abby/stat us/794324373339570176 …;;@TammyforIL @SenatorKirk;;7.94325E+17;https://twitter.com/RelUnrelated/status/794325269439913984;
SusanDanzig219;2016-11-03 23:41;0;0;They talk about ME in this interview! (& Tammy & Kirk) Starts at 34:15 > http:// will.illinois.edu/21stshow/progr am/chicago-cubs-win-the-world-series-senator-kirks-health-and-the-senate-race … cc: @Tammy4IL @SenatorKirk @chicagotribune https:// twitter.com/21stShow/statu s/794219466292924416 …;;@Tammy4IL @SenatorKirk @chicagotribune;;7.94309E+17;https://twitter.com/SusanDanzig219/status/794308669525655552;
PseudoSocratics;2016-11-03 23:15;0;0;U.S. @SenatorKirk Is Making the Strongest Case for More Choice in #Elections http:// klou.tt/fculjioxtbog #elections #GOP;;@SenatorKirk;#Elections #elections #GOP;7.94302E+17;https://twitter.com/PseudoSocratics/status/794301894961209344;
ccylevin;2016-11-03 22:44;0;0;I don'tbuy 4 1 sec @SenatorKirk doesn't yet know who 2 vote for.He has 2make tougher decisions in Senate.Or mayb @tammyforIL is betterchoice;;@SenatorKirk @tammyforIL;;7.94294E+17;https://twitter.com/ccylevin/status/794294091563429888;
senrobportman;2016-11-03 22:25;4;6;You earned this one @SenatorKirk . Congrats to the #Cubs on your first #WorldSeries since 1908. Let's do it again next year?;;@SenatorKirk;#Cubs #WorldSeries;7.94289E+17;https://twitter.com/senrobportman/status/794289372367622144;
lilydaisyjoy;2016-11-03 22:21;0;0;@SenatorKirk So DT sometimes says mean things. Clinton corrupt. State, DOJ, FBI corrupt. Do the right thing & help DT;;@SenatorKirk;;7.94288E+17;https://twitter.com/lilydaisyjoy/status/794288475948228608;
tageborkoff;2016-11-03 21:30;0;0;@SenatorKirk , another one injured by guns in Chicago today. What will you do about it? http://www. chicagotribune.com/news/local/bre aking/ct-man-seriously-wounded-in-shooting-on-west-side-20161102-story.html … #shootatweet;;@SenatorKirk;#shootatweet;7.94276E+17;https://twitter.com/tageborkoff/status/794275630602780672;
NoThiefs;2016-11-03 21:30;0;0;#Senate Kirk, Duckworth recall personal triumphs in late Senate push http:// dlvr.it/Mb6pDh SenatorKirk NTA•NEWS;;;#Senate;7.94276E+17;https://twitter.com/NoThiefs/status/794275614039670798;
KanableBock;2016-11-03 21:13;3;2;Everyone is at risk for #Alzheimers bc everyone has a brain. We need 2 #ENDALZ @SenatorKirk #AlzIllinois;;@SenatorKirk;#Alzheimers #ENDALZ #AlzIllinois;7.94271E+17;https://twitter.com/KanableBock/status/794271258363842560;
realDrNick;2016-11-03 20:22;0;0;@SenatorKirk : what is a stupid politician with no guts and no morals in US government. Hey Korky, we intend to #MAGA , with or w/o U! https:// twitter.com/IngrahamAngle/ status/794138713500553217 …;;@SenatorKirk;#MAGA;7.94259E+17;https://twitter.com/realDrNick/status/794258579532480514;
AmyKathryn09;2016-11-03 20:07;0;0;Thank you @senatorkirk for spreading Diabetes awareness and… https://www. instagram.com/p/BMW_CI0Dw7B3 B4mC5edcw2RoqvsOelzy7aGXXw0/ …;;@senatorkirk;;7.94255E+17;https://twitter.com/AmyKathryn09/status/794254590363377665;
sophiatareen;2016-11-03 19:50;1;13;When you are the only reporter at a southwest side @SenatorKirk event the day after the Cubs win the #WorldSeries pic.twitter.com/1vBeP0uycj;;@SenatorKirk;#WorldSeries;7.9425E+17;https://twitter.com/sophiatareen/status/794250455882825728;
SammyJoLDN;2016-11-03 19:39;7;8;@SenatorKirk Pentagon funded #stemcells TBI trial a big success! Congress must pass #CuresNow @PFSCToday http:// goo.gl/d3KCKe;;@SenatorKirk @PFSCToday;#stemcells #CuresNow;7.94248E+17;https://twitter.com/SammyJoLDN/status/794247618167640064;
ILPolitihub;2016-11-03 19:29;0;0;"Not voting for Trump or Clinton, GOP @SenatorKirk says he won't decide his presidential write-in until he's in th… https:// twitter.com/sophiatareen/s tatus/794242977497546753 …""";;@SenatorKirk;;7.94245E+17;https://twitter.com/ILPolitihub/status/794245082807463937;
sophiatareen;2016-11-03 19:20;3;4;"Not voting for Trump or Clinton, GOP @SenatorKirk says he won't decide his presidential write-in until he's in the voting booth""""";;@SenatorKirk;;7.94243E+17;https://twitter.com/sophiatareen/status/794242977497546753;
21stShow;2016-11-03 17:45;0;0;Here's Richard Harris' article for @NextAvenue . We'll talk about @chicagotribune 's op-ed on @SenatorKirk 's health. http://www. nextavenue.org/does-a-stroke- disqualify-this-u-s-senate-candidate/ …;;@NextAvenue @chicagotribune @SenatorKirk;;7.94219E+17;https://twitter.com/21stShow/status/794218834953584640;
natalieziemba;2016-11-03 17:26;0;0;Everyone is at risk for #Alzheimers bc everyone has a brain. We need 2 #ENDALZ @SenatorKirk #AlzIllinois;;@SenatorKirk;#Alzheimers #ENDALZ #AlzIllinois;7.94214E+17;https://twitter.com/natalieziemba/status/794214120698486784;
Katiescribe;2016-11-03 16:58;0;0;#MyAcaTruth $2000 in premium increase & can't understand other costs = minimum 60% of my income @RepDuckworth @SenatorKirk #aca #obamacare;;@RepDuckworth @SenatorKirk;#MyAcaTruth #aca #obamacare;7.94207E+17;https://twitter.com/Katiescribe/status/794207142962204672;
GLBC_Cleveland;2016-11-03 16:06;1;0;@SenatorKirk @senrobportman Well earned. We hope you enjoy it! Cheers!;;@SenatorKirk @senrobportman;;7.94194E+17;https://twitter.com/GLBC_Cleveland/status/794193945756598273;
SenatorKirk;2016-11-03 16:01;5;16;Can’t wait to enjoy a @GLBC_Cleveland beer from @senrobportman soon. #GoCubsGo #WorldSeries #FlyTheW;;@GLBC_Cleveland @senrobportman;#GoCubsGo #WorldSeries #FlyTheW;7.94193E+17;https://twitter.com/SenatorKirk/status/794192740405968896;
jlifhits;2016-11-03 14:52;1;0;"His own State Department still describes Iran as the biggest state sponsor of terrorism in the world""- @SenatorKirk http://www. weeklystandard.com/obama-administ ration-breaks-with-kerry-on-iran-business-development/article/2005203 …""";;@SenatorKirk;;7.94175E+17;https://twitter.com/jlifhits/status/794175347642212352;
BrendaReyesN;2016-11-03 14:31;0;1;ALL moms deserve #bfing support @work. Take action on #SWMA , @SenatorKirk ! http:// usbreastfeeding.org/swma #WeTweet @USBreastfeeding @NPWF;;@work @SenatorKirk @USBreastfeeding @NPWF;#bfing #SWMA #WeTweet;7.9417E+17;https://twitter.com/BrendaReyesN/status/794170224807440384;
BrendaReyesN;2016-11-03 14:31;0;1;#PaidLeave has a BIG impact on #breastfeeding , @SenatorKirk ! Time for #FAMILYAct : http:// nationalpartnership.org/FAMILYActFactS heet … #WeTweet @USBreastfeeding @NPWF;;@SenatorKirk @USBreastfeeding @NPWF;#PaidLeave #breastfeeding #FAMILYAct #WeTweet;7.9417E+17;https://twitter.com/BrendaReyesN/status/794170012290400261;
Katiescribe;2016-11-03 13:37;0;0;60 yrs old works 13 hr days 6 days week now can't afford health insurance thanks 2 #ACA #Obamacare #MyAcaTruth @RepDuckworth @SenatorKirk;;@RepDuckworth @SenatorKirk;#ACA #Obamacare #MyAcaTruth;7.94156E+17;https://twitter.com/Katiescribe/status/794156442269814785;
1_gflame;2016-11-03 10:53;0;0;Learn 4m @timkaine @SenatorReid @SenTedCruz @SenatorDurbin @SenatorTimScott @SenatorBoxer @SenatorKirk @SenatorBurr @SenatorBarb grt leaders;;@timkaine @SenatorReid @SenTedCruz @SenatorDurbin @SenatorTimScott @SenatorBoxer @SenatorKirk @SenatorBurr @SenatorBarb;;7.94115E+17;https://twitter.com/1_gflame/status/794115204468580353;
tageborkoff;2016-11-03 09:34;0;0;@SenatorKirk , another one injured by guns in Chicago today. What will you do about it? http:// chicago.suntimes.com/news/17-year-o ld-boy-shot-in-austin-5/ … #shootatweet;;@SenatorKirk;#shootatweet;7.94096E+17;https://twitter.com/tageborkoff/status/794095513754693632;
Gynt420;2016-11-03 07:01;0;1;@SenatorKirk @Cubs Go Crazy! Re-elect Kirk! “I forgot that your parents came all the way from Thailand to serve George Washington,” #ILSen;;@SenatorKirk @Cubs;#ILSen;7.94057E+17;https://twitter.com/Gynt420/status/794056891584290816;
HeardontheHill;2016-11-03 06:37;3;4;. @SenatorDurbin and @SenatorKirk win the beer bet #game7 #GoCubsGo http://www. rollcall.com/news/hoh/senat ors-bet-beer-on-the-world-series-along-party-lines … pic.twitter.com/dCuGQ21YLG;;@SenatorDurbin @SenatorKirk;#game7 #GoCubsGo;7.94051E+17;https://twitter.com/HeardontheHill/status/794050858132668416;
SenatorKirk;2016-11-03 06:34;59;79;Cubs win! Go Crazy Go Crazy Go Crazy Congrats to the World Champion @Cubs pic.twitter.com/ADdnktC0T1;;@Cubs;;7.9405E+17;https://twitter.com/SenatorKirk/status/794050112615895040;
ben_geier;2016-11-03 06:14;3;4;. @SenatorKirk go away;;@SenatorKirk;;7.94045E+17;https://twitter.com/ben_geier/status/794045178289983489;
SenatorKirk;2016-11-03 05:49;26;78;#FlyTheW #GoCubsGo pic.twitter.com/61d0ox2Iw0;;;#FlyTheW #GoCubsGo;7.94039E+17;https://twitter.com/SenatorKirk/status/794038750435246081;
Lornanogmo;2016-11-03 04:15;0;0;. @RepCheri @SenatorKirk @Senator Durbin #StopTPP http://www. aflcio.org/Blog/Economy/S o-Now-the-TPP-Is-Just-a-Massive-Tax-Cut-Hardly … #peopleoverprofit #StopTPPNow #NoLameDuck @FlushtheTPP pic.twitter.com/Uh96GPwc95;;@RepCheri @SenatorKirk @Senator @FlushtheTPP;#StopTPP #peopleoverprofit #StopTPPNow #NoLameDuck;7.94015E+17;https://twitter.com/Lornanogmo/status/794015151712124928;
JohnTeganXXX;2016-11-03 01:45;1;2;". @SenatorKirk Hopefully for you the Cubs will win bc otherwise, you're next week is gonna SUCK bigly"".""";;@SenatorKirk;;7.93977E+17;https://twitter.com/JohnTeganXXX/status/793977472723263489;
acquafrizzant16;2016-11-03 00:49;0;0;Shame on @senatorkirk for his racist remarks to veteranTammy Duckworth. Need we remind you America was formed as a nation of immigrants?;;@senatorkirk;;7.93963E+17;https://twitter.com/acquafrizzant16/status/793963256838782981;
WNIJNews;2016-11-03 00:00;0;0;. @SenatorKirk disappointed by two revoked endorsements after criticizing senate opponent's military history: http:// bit.ly/2ffHhOx;;@SenatorKirk;;7.93951E+17;https://twitter.com/WNIJNews/status/793950818953293827;
SenatorKirk;2016-11-02 23:50;14;35;It all comes down to this #Game7 #GoCubsGo pic.twitter.com/G5FXyFm4Ii;;;#Game7 #GoCubsGo;7.93948E+17;https://twitter.com/SenatorKirk/status/793948302341390336;
okechuk51091756;2016-11-02 23:19;0;0;" @OObienu : @SenatorKirk Where will our help come from? Buhari's army continues to kill Biafrans #HELPBIAFRANS http://www. thebiafrapost.com/2016/10/in-bia fra-there-is-high-rate-of-renewed.html?utm_source=dlvr.it&utm_medium=facebook … """"";;@OObienu @SenatorKirk;#HELPBIAFRANS;7.93941E+17;https://twitter.com/okechuk51091756/status/793940565599588353;
amandaciatti;2016-11-02 22:46;0;0;@SenatorKirk they aren't trespassing in the water. Mace and shot them anyway. https:// twitter.com/ur_ninja/statu s/793910709411139584 …;;@SenatorKirk;;7.93932E+17;https://twitter.com/amandaciatti/status/793932443526918144;
ToneLoMatadore;2016-11-02 22:12;0;0;@PeterRoskam @SenatorKirk @SenatorDurbin Land of the free?... http:// reason.com/blog/2016/11/0 2/san-diego-police-seize-familys-bank-acco … End the drug war and civil asset forfeiture. #IL6;;@PeterRoskam @SenatorKirk @SenatorDurbin;#IL6;7.93924E+17;https://twitter.com/ToneLoMatadore/status/793923847523303424;
amandaciatti;2016-11-02 19:55;0;0;@SenatorKirk DAPL is violating the no construction order from DOJ/ACE re: construction adjacent to the Water.;;@SenatorKirk;;7.93889E+17;https://twitter.com/amandaciatti/status/793889234964799488;
kthoughtworker;2016-11-02 19:21;0;0;The US Must ACT Now to Help the People of Aleppo @RepPeteKing @SenatorKirk @SenatorLeahy @SenBobCasey @SenBobCorker https:// twitter.com/ramijarrah/sta tus/793779339368210432 …;;@RepPeteKing @SenatorKirk @SenatorLeahy @SenBobCasey @SenBobCorker;;7.93881E+17;https://twitter.com/kthoughtworker/status/793880667683590144;
SenatorKirk;2016-11-02 19:00;1;2;Need help navigating fed. gov red tape? My staff will be in #RockIslandIL tomorrow, 11/3 11a-2p to help w/ #SocSec , #VA & other agencies.;;;#RockIslandIL #SocSec #VA;7.93875E+17;https://twitter.com/SenatorKirk/status/793875332663160832;
