username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;;
CBScheel;2016-11-06 19:19;0;3;@RoseAnnDeMoro @SenateDems @MoveOn @DFAaction @Bernlennials @DemSpring @MarkRuffalo @medicareforall @People4Bernie @SenSchumer <--said no;;@RoseAnnDeMoro @SenateDems @MoveOn @DFAaction @Bernlennials @DemSpring @MarkRuffalo @medicareforall @People4Bernie @SenSchumer;;7.9533E+17;https://twitter.com/CBScheel/status/795329880040714242;;
INDBrooklyn;2016-11-06 19:14;1;3;@SenSchumer 's talk at our Oct meeting (pre debate watch) @SFCNY on the front page of thePark slope Courier pic.twitter.com/3Algnc7Ro8;;@SenSchumer @SFCNY;;7.95329E+17;https://twitter.com/INDBrooklyn/status/795328576417570816;;
DianaKastenbaum;2016-11-06 18:58;0;4;Thank you @LtGovHochulNY ! It's time to take the House back! @HouseDemocrats @RepBrianHiggins @SenSchumer pic.twitter.com/rhWamSCFIB;;@LtGovHochulNY @HouseDemocrats @RepBrianHiggins @SenSchumer;;7.95324E+17;https://twitter.com/DianaKastenbaum/status/795324412664971264;;
wmichaelsw;2016-11-06 18:54;1;1;"On Tuesday, Dem Party is Going Down; They Destroyed their Brand! @HarryReid @NancyPelosi @SenFeinstein @SenSchumer @SenWarren @clairecmc https:// twitter.com/MToleikis/stat us/795135717970018304 …";;@HarryReid @NancyPelosi @SenFeinstein @SenSchumer @SenWarren @clairecmc;;7.95324E+17;https://twitter.com/wmichaelsw/status/795323604560936961;;
PosterityTitan;2016-11-06 18:53;2;0;@SharylAttkisson How do public servants get away with holding Dual Citizenship like @SenSchumer to a militarized theocracy in middle east?;;@SharylAttkisson @SenSchumer;;7.95323E+17;https://twitter.com/PosterityTitan/status/795323196715266048;;
KathyHochul;2016-11-06 18:39;3;7;Joining @NYGovCuomo in #Buffalo to #GetouttheVote for @HillaryClinton and partners like @SenSchumer , @RepBrianHiggins & @DianaKastenbaum pic.twitter.com/T6kEdV63GQ;;@NYGovCuomo @HillaryClinton @SenSchumer @RepBrianHiggins @DianaKastenbaum;#Buffalo #GetouttheVote;7.9532E+17;https://twitter.com/KathyHochul/status/795319655980290049;;
xandertrystin;2016-11-06 18:00;0;0;Stop changing our clocks! @NYGovCuomo @SenSchumer @RepChrisGibson @SenGillibrand;;@NYGovCuomo @SenSchumer @RepChrisGibson @SenGillibrand;;7.9531E+17;https://twitter.com/xandertrystin/status/795309995474767872;;
RepHalTuring;2016-11-06 17:57;0;0;By retiring the Clintons and @SenSchumer , we would have been a blast.….;;@SenSchumer;;7.95309E+17;https://twitter.com/RepHalTuring/status/795309103929298945;;
Federalist_10;2016-11-06 17:41;2;4;"@thinkprogress @SenSchumer and @SenateDems , are you paying attention to what these radical Republican judges"" are doing once confirmed?""";;@thinkprogress @SenSchumer @SenateDems;;7.95305E+17;https://twitter.com/Federalist_10/status/795305055293440001;;
4presidentsite;2016-11-06 17:15;0;0;NYGovCuomo: RT melissadderosa: Gov Cuomo revving up GOTV rally to elect HillaryClinton SenSchumer and Dems in stat… https:// twitter.com/i/web/status/7 95296096260067328 …;;;;7.95299E+17;https://twitter.com/4presidentsite/status/795298690663641088;;
melissadderosa;2016-11-06 17:05;17;34;Gov Cuomo revving up GOTV rally to elect @HillaryClinton @SenSchumer and Dems in state senate & assembly #2moredays #we 'rewithher pic.twitter.com/PQQy24e6tM;;@HillaryClinton @SenSchumer;#2moredays #we;7.95296E+17;https://twitter.com/melissadderosa/status/795296096260067328;;
Chris_Michael;2016-11-06 16:28;0;0;New #employeeowned business in Rhinebeck! Licensed by @NYSOASAS ! @Sueserino4ny @dinerdialogues @RepChrisGibson @SenSchumer @SenGillibrand https:// twitter.com/ESOPDiva/statu s/795051951083786240 …;;@NYSOASAS @Sueserino4ny @dinerdialogues @RepChrisGibson @SenSchumer @SenGillibrand;#employeeowned;7.95287E+17;https://twitter.com/Chris_Michael/status/795286620966703109;;
AmyAzeEng;2016-11-06 16:18;1;0;RT Explosive information about @FBI bias against @HillaryClinton @CNN @MSNBC @POTUS @NancyPelosi @SenSchumer http://www. msnbc.com/rachel-maddow/ watch/new-concerns-fbi-is-leaking-to-trump-campaign-800667203987 …;;@FBI @HillaryClinton @CNN @MSNBC @POTUS @NancyPelosi @SenSchumer;;7.95284E+17;https://twitter.com/AmyAzeEng/status/795284271116288001;;
petersthoughts;2016-11-06 13:57;0;0;Who can love New York's illegal highway signs? #Albany @NYSenate @NYSA_Majority @SenSchumer @SenGillibrand http:// pojonews.co/2fo3JoR;;@NYSenate @NYSA_Majority @SenSchumer @SenGillibrand;#Albany;7.95249E+17;https://twitter.com/petersthoughts/status/795248755683586048;;
lukiOC;2016-11-06 13:20;1;2;@thomassfl Well @SenSchumer is a bigot and a racist so why wouldn't his niece be the same kind of hater?;;@thomassfl @SenSchumer;;7.95239E+17;https://twitter.com/lukiOC/status/795239351751966720;;
yeldogdem;2016-11-06 12:30;0;1;@TheEconomist Amer business will do well under moderate Republican rule of Hill & @SenSchumer . U can bank on it. ( c what I did there? );;@TheEconomist @SenSchumer;;7.95227E+17;https://twitter.com/yeldogdem/status/795226844480028672;;
EthanObama;2016-11-06 09:40;0;0;. @SenSchumer If Dems gain control of the senate, you have no choice but to suspend all the rules, right? I mean, you have no choice, right?;;@SenSchumer;;7.95184E+17;https://twitter.com/EthanObama/status/795184011245195264;;
HelenArmstrong5;2016-11-06 09:13;0;0;@SenSchumer STOP TRUMP & HIS INSANE SUPPORTERS. They can't handle dangerous situations responsibly. Good Lord ! http://www. ifyouonlynews.com/news/trump-cam paign-says-hillary-supporter-tried-assassinating-trump-it-was-a-republican-with-a-poster/ …;;@SenSchumer;;7.95177E+17;https://twitter.com/HelenArmstrong5/status/795177259346735105;;
Notijj;2016-11-06 07:28;0;0;Senate majority or not, Dems turn to hard-charging @SenSchumer http:// buff.ly/2fc3FHN;;@SenSchumer;;7.95151E+17;https://twitter.com/Notijj/status/795150725106040833;;
tin_giun;2016-11-06 05:50;0;0;Among those to be thanked @POTUS @HillaryClinton @SenSchumer @SenGillibrand @NitaLowey @SenFeinstein @SenWarren @USHouseRep @NYGovCuomo https:// twitter.com/jncatron/statu s/795113486858665985 …;;@POTUS @HillaryClinton @SenSchumer @SenGillibrand @NitaLowey @SenFeinstein @SenWarren @USHouseRep @NYGovCuomo;;7.95126E+17;https://twitter.com/tin_giun/status/795126270648582144;;
Johnnyonkers;2016-11-06 00:58;0;0;@SenSchumer Why should we vote for U to keep U in office when U say the middle-class has deteriorated and it's been on UR watch? SMH #vote;;@SenSchumer;#vote;7.95053E+17;https://twitter.com/Johnnyonkers/status/795052601347809280;;
christina_carty;2016-11-06 00:11;5;4;@nytimes @washingtonpost @ReutersPolitics @carolynryan @IRSnews @SenSchumer How can 9M people be oppressed & discriminated against?! #FATCA https:// twitter.com/christina_cart y/status/795036483019296768 …;;@nytimes @washingtonpost @ReutersPolitics @carolynryan @IRSnews @SenSchumer;#FATCA;7.95041E+17;https://twitter.com/christina_carty/status/795040941849579520;;
MangyMoose007;2016-11-06 00:11;0;0;@SenSchumer @SenGillibrand below is extremely disturbing please take action to prevent this from happening protect people from themselves https:// twitter.com/wor710/status/ 795022889879621632 …;;@SenSchumer @SenGillibrand;;7.95041E+17;https://twitter.com/MangyMoose007/status/795040773054009344;;
StillLes4Hill;2016-11-05 23:56;10;5;ALERT! TRUMP ON BALLOT 2X IN NYC! This! @HillaryClinton @johnpodesta @brianefallon @AdamParkhomenko @donnabrazile @SenSchumer @RobbyMook https:// twitter.com/puppymnkey/sta tus/795034958553300992 …;;@HillaryClinton @johnpodesta @brianefallon @AdamParkhomenko @donnabrazile @SenSchumer @RobbyMook;;7.95037E+17;https://twitter.com/StillLes4Hill/status/795037161351475200;;
Madam_Nyobi;2016-11-05 23:43;0;1;@edmeyer_able @HouseDemocrats @SenateDems @SenGillibrand @SenSchumer @POTUS that's a DAMN SHAME!;;@edmeyer_able @HouseDemocrats @SenateDems @SenGillibrand @SenSchumer @POTUS;;7.95034E+17;https://twitter.com/Madam_Nyobi/status/795033771548508161;;
edmeyer_able;2016-11-05 23:42;1;1;#RestoreTheVRA @HouseDemocrats @SenateDems @SenGillibrand @SenSchumer #DoYourJob RT to your senators PLEASE #ImWithHer @POTUS . https:// twitter.com/kharyp/status/ 795030036747350017 …;;@HouseDemocrats @SenateDems @SenGillibrand @SenSchumer @POTUS;#RestoreTheVRA #DoYourJob #ImWithHer;7.95034E+17;https://twitter.com/edmeyer_able/status/795033629684592640;;
WFerrin;2016-11-05 22:18;0;0;@Grant503 @DMashak @SenSchumer @LorettaLynch @NewYorkFBI So countries know to bribe CF to affect US Foreign Policy. Why no investigation?;;@Grant503 @DMashak @SenSchumer @LorettaLynch @NewYorkFBI;;7.95012E+17;https://twitter.com/WFerrin/status/795012340362006528;;
TheDiganator;2016-11-05 21:37;0;0;Let's go @HillaryClinton , @SenSchumer , @ZephyrTeachout , @TerryGipsonNY ! Get the win!;;@HillaryClinton @SenSchumer @ZephyrTeachout @TerryGipsonNY;;7.95002E+17;https://twitter.com/TheDiganator/status/795002013226594304;;
WFerrin;2016-11-05 21:32;0;0;@Johnokiyikalu @DMashak @SenSchumer @LorettaLynch @nypost So when Sen. Schumer covers up a weapons bribe to Clintons,its called obstruction.;;@Johnokiyikalu @DMashak @SenSchumer @LorettaLynch @nypost;;7.95001E+17;https://twitter.com/WFerrin/status/795000758357762049;;
BenOSU66;2016-11-05 20:56;0;1;We expect better of our country @SenSchumer . It's truly a sad day when those that preach divisiveness take over, cc: @DavidCornDC @MMFlint;;@SenSchumer @DavidCornDC @MMFlint;;7.94992E+17;https://twitter.com/BenOSU66/status/794991869059010561;;
rjradical;2016-11-05 20:37;0;0;Basically because @SenSchumer wanted to look good for his constituents. https:// twitter.com/scottwalker/st atus/793884060774957057 …;;@SenSchumer;;7.94987E+17;https://twitter.com/rjradical/status/794986923060318208;;
RachelCohen12;2016-11-05 19:56;0;3;I support #vape & small businesses. Do you? #StopVapeBan http:// stopthevapeban.com @SenSchumer @RepJerryNadler @RepMaloney @SenGillibrand;;@SenSchumer @RepJerryNadler @RepMaloney @SenGillibrand;#vape #StopVapeBan;7.94977E+17;https://twitter.com/RachelCohen12/status/794976686647496708;;
LIRRRiderUnion;2016-11-05 19:46;1;2;>333k people ride @LIRR EVERY DAY. That is 20% of the LI population, including children and retirees. @NYGovCuomo @Tom_Suozzi @SenSchumer;;@LIRR @NYGovCuomo @Tom_Suozzi @SenSchumer;;7.94974E+17;https://twitter.com/LIRRRiderUnion/status/794974141258592257;;
JustDKG;2016-11-05 19:06;1;5;Already the plan. @chuckschumer @SenSchumer lost my vote a long time ago. @MichaelSalamone @chuckschumer https:// twitter.com/DKG3387/status /794962260745711616 …;;@chuckschumer @SenSchumer @MichaelSalamone @chuckschumer;;7.94964E+17;https://twitter.com/JustDKG/status/794964196194652160;;
prof_taxi;2016-11-05 19:04;0;1;Thanks, #SCOTUS . We need a new #VotingRightsAct . @HillaryClinton @ChelseaClinton @SenWarren @SenGillibrand @SenSchumer @NYGovCuomo https:// twitter.com/katchow/status /794954092019908614 …;;@HillaryClinton @ChelseaClinton @SenWarren @SenGillibrand @SenSchumer @NYGovCuomo;#SCOTUS #VotingRightsAct;7.94964E+17;https://twitter.com/prof_taxi/status/794963645432270848;;
bjorn_pius;2016-11-05 18:55;0;0;@SenSchumer If u win the #Senate and u become leader, will you reinstate real standing #filibuster ? All went wrong when that was abolished.;;@SenSchumer;#Senate #filibuster;7.94961E+17;https://twitter.com/bjorn_pius/status/794961337365463040;;
beyondtheissues;2016-11-05 18:15;0;0;This weekend is v-critical. Not only is important to elect @HillaryClinton the next #potus , but we must turn the #ussenate blue @SenSchumer;;@HillaryClinton @SenSchumer;#potus #ussenate;7.94951E+17;https://twitter.com/beyondtheissues/status/794951267873411072;;
InjuredBryd;2016-11-05 17:27;0;0;@cardinaldolan @chuckgrassley @dangarodnick @lizkrueger @sengillibrand @senschumer THE MARSHA BED next to me CHEMICAL assault NYP DENIES;;@cardinaldolan @chuckgrassley @dangarodnick @lizkrueger @sengillibrand @senschumer;;7.94939E+17;https://twitter.com/InjuredBryd/status/794939308868325377;;
KPMcClave;2016-11-05 16:59;3;4;Tuesday, I will cast my votes with great purpose. For @HillaryClinton . For @SenSchumer . For @colleendeacon. #ImWithHer #NY24 #GunSenseVoter;;@HillaryClinton @SenSchumer @colleendeacon;#ImWithHer #NY24 #GunSenseVoter;7.94932E+17;https://twitter.com/KPMcClave/status/794932128681234432;;
Dasheenbush;2016-11-05 16:37;1;1;NYS @SenSchumer US Senator @RepJeffries US Rep. #RoxannePersaud NYS Senate #HeleneWeinstein Assemb #ShawnDyaLSimpson SC2JD #DenaDouglas CC https:// twitter.com/donnabrazile/s tatus/794585748246818818 …;;@SenSchumer @RepJeffries;#RoxannePersaud #HeleneWeinstein #ShawnDyaLSimpson #DenaDouglas;7.94927E+17;https://twitter.com/Dasheenbush/status/794926627801202688;;
JimWeilert;2016-11-05 15:03;0;0;Senate Majority or Not, Dems Turn to Hard-Charging @SenSchumer - ABC News - http:// abcn.ws/2exPSx7 via @ABC;;@SenSchumer @ABC;;7.94903E+17;https://twitter.com/JimWeilert/status/794902960664936452;;
TomR2D2;2016-11-05 04:38;0;0;. @BarackObama @AlanGrayson @keithellison @alfranken @amyklobuchar @SenWhitehouse @SenWarren @SenSchumer @NancyPelosi https://www. youtube.com/watch?v=YibDgS d02Xk …;;@BarackObama @AlanGrayson @keithellison @alfranken @amyklobuchar @SenWhitehouse @SenWarren @SenSchumer @NancyPelosi;;7.94746E+17;https://twitter.com/TomR2D2/status/794745777046323201;;
KyleKissKiss;2016-11-05 04:14;0;0;Im disappointed in your support for NYSAFAH and we expect much more from you. #UnionProud @senschumer;;@senschumer;#UnionProud;7.9474E+17;https://twitter.com/KyleKissKiss/status/794739523100037120;;
MadVvvvvVMaj;2016-11-05 03:45;0;0;@phil_oliva @WendyLongNY @SenSchumer @NYGovCuomo There is going to be tremendous, immediate violence if you try to do this. #KeepEmInQatar https:// twitter.com/realdonaldtrum p/status/794614251709169664 …;;@phil_oliva @WendyLongNY @SenSchumer @NYGovCuomo;#KeepEmInQatar;7.94732E+17;https://twitter.com/MadVvvvvVMaj/status/794732229482180608;;
ohetweet;2016-11-05 02:18;0;1;@NSVann @LoHudOpinion @CLIMATEMAMA @NitaLowey @joshfoxfilm @itai_vardi Permission by silence from @SenSchumer , but NOT permitted by me.;;@NSVann @LoHudOpinion @CLIMATEMAMA @NitaLowey @joshfoxfilm @itai_vardi @SenSchumer;;7.9471E+17;https://twitter.com/ohetweet/status/794710498491199488;;
BLMTerrorist;2016-11-05 02:02;0;1;. @SenSchumer go sit down with YOUR prayers you sick liberal. #Tuozzolo #NYPD;;@SenSchumer;#Tuozzolo #NYPD;7.94706E+17;https://twitter.com/BLMTerrorist/status/794706330267156481;;
terrybrown5367;2016-11-05 01:52;0;0;http:// ln.is/www.youtube.co m/GuTgj … @POTUS @BarackObama @SenBobCasey @SenGillibrand @SenMarkey @SenWarren @SenSchumer @MarkWarner @clairecmc WTF.;;@POTUS @BarackObama @SenBobCasey @SenGillibrand @SenMarkey @SenWarren @SenSchumer @MarkWarner @clairecmc;;7.94704E+17;https://twitter.com/terrybrown5367/status/794704006442582016;;
Writeongoddess;2016-11-05 01:43;0;0;Will it ever stop? @SenSchumer Prayers to Officer Tuozzolo's Family and our NYPD folks https:// twitter.com/SenSchumer/sta tus/794693977882656769 …;;@SenSchumer;;7.94702E+17;https://twitter.com/Writeongoddess/status/794701643577225217;;
That1EBD;2016-11-05 01:15;0;0;@SenSchumer Photo taken in Yaphank @the John L Barry Police HQ. Does this honor the NYPD Sgt killed in the Bronx today? Or any police? pic.twitter.com/MJ1encxXWu;;@SenSchumer @the;;7.94695E+17;https://twitter.com/That1EBD/status/794694539558735873;;
SenSchumer;2016-11-05 01:13;23;62;My prayers are with the Tuozzolo family and the entire NYPD family. https:// twitter.com/nypdnews/statu s/794663647830282240 …;;;;7.94694E+17;https://twitter.com/SenSchumer/status/794693977882656769;;
KrisinAL;2016-11-05 01:10;0;0;@SenSchumer As is ALL of America. Blue Lives Matter Most;;@SenSchumer;;7.94693E+17;https://twitter.com/KrisinAL/status/794693307930673152;;
SenSchumer;2016-11-05 01:09;23;69;Thinking of Sgt Kwo as well this evening and praying for his full recovery after today's terrible shooting in the Bronx.;;;;7.94693E+17;https://twitter.com/SenSchumer/status/794693038165684224;;
SenSchumer;2016-11-05 01:08;32;64;Today, two of NY's finest were shot while responding to a call. The terrible loss of Sgt. Paul Tuozzolo will be felt by all of NY.;;;;7.94693E+17;https://twitter.com/SenSchumer/status/794692808657555457;;
bulldog_767;2016-11-05 01:08;0;3;@alfranken @HillaryClinton Why did you vote for a lying, corrupt criminal? Disgraceful! @realDonaldTrump @greggutfeld @SenSchumer;;@alfranken @HillaryClinton @realDonaldTrump @greggutfeld @SenSchumer;;7.94693E+17;https://twitter.com/bulldog_767/status/794692710548512768;;
WFerrin;2016-11-04 23:45;0;0;@jaketapper @Acosta How do you handle her bribery, fraud, extortion and treason? Everybody knows Lynch & @SenSchumer are covering up crimes.;;@jaketapper @Acosta @SenSchumer;;7.94672E+17;https://twitter.com/WFerrin/status/794671989751300096;;
InjuredBryd;2016-11-04 23:40;0;0;@cardinaldolan @chuckgrassley @dangarodnick @lizkrueger @sengillibrand @senschumer couple good story points the rest VERY bad;;@cardinaldolan @chuckgrassley @dangarodnick @lizkrueger @sengillibrand @senschumer;;7.94671E+17;https://twitter.com/InjuredBryd/status/794670598047879168;;
WFerrin;2016-11-04 23:30;0;0;@SenSchumer @LorettaLynch @jasoninthehouse Nice of you to defend Clinton bribery, fraud, extortion, perjury and treason. Don't forget NYPD.;;@SenSchumer @LorettaLynch @jasoninthehouse;;7.94668E+17;https://twitter.com/WFerrin/status/794668064369319937;;
SagHarbrMermaid;2016-11-04 23:04;0;0;"@SenSchumer I just wrote you requesting help so my husband can come to USA for xmas; he's British citizen & they won't approve his visa:(";;@SenSchumer;;7.94662E+17;https://twitter.com/SagHarbrMermaid/status/794661547507326976;;
Local46ML;2016-11-04 22:58;4;6;Built on the backs of exploited workers by millionaire developers? #1u #affordableforwho #shame @SenSchumer @SenatorCantwell @NYSAFAH pic.twitter.com/NaAYn8SpZM;;@SenSchumer @SenatorCantwell @NYSAFAH;#1u #affordableforwho #shame;7.9466E+17;https://twitter.com/Local46ML/status/794660198950572033;;
Eat_Shop_Travel;2016-11-04 22:56;3;2;Congressional Dems and @TheJusticeDept should investigate unhinged Rudy Giuliani. @SenateDems @HouseDemocrats @NancyPelosi @SenSchumer https:// twitter.com/mcuban/status/ 794609920935075840 …;;@TheJusticeDept @SenateDems @HouseDemocrats @NancyPelosi @SenSchumer;;7.9466E+17;https://twitter.com/Eat_Shop_Travel/status/794659546832715780;;
